1275,01JWV9DX4Q77QMENWRJEW10FEW,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,2,2,1,6,3,4,6,,,,"03 Jun, 2025"
1274,01JWTZ83YJAWZ4AM8NH9M67R47,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,3,3,4,6,1,6,1,6,6,"03 Jun, 2025"
1273,01JWTXV8FVCMB7NQR3MD5EZ0KK,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,5,4,4,5,5,4,6,4,3,5,"03 Jun, 2025"
1090,w18je8ybol4vz3ktjjw18je190v4bv02,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,6,6,6,6,6,6,6,6,6,"03 Jun, 2025"
1091,zcdp5u7xzttzod6i90zcdzayadosuz3r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,3,3,5,6,6,6,6,3,5,6,"03 Jun, 2025"
1092,96b5qr92toje35qsngpld96b5qrh1oow,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,3,5,6,6,6,6,,,,,"03 Jun, 2025"
1093,i6djql46kejz6pvykze9ti6djqlpl1ar,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,1,1,2,4,3,3,1,3,1,,"03 Jun, 2025"
1094,x6vrw4ftf7ktjm4rayx6vrwstnqnt234,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,1,3,6,6,6,6,1,,,"03 Jun, 2025"
1095,xmmwk2egzk0eltjz114xmmwk2mz3u4db,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,5,4,5,5,4,5,1,4,6,"03 Jun, 2025"
1096,xm1tdlww8c04t98m2kacrxm1tdnj2wfj,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,4,4,5,6,5,5,3,6,,,"03 Jun, 2025"
1097,95qwt8se2p4zbxcnl95qwt3smjvx153r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,4,6,6,6,6,6,1,1,6,6,"03 Jun, 2025"
1098,ur358puleo7r820ur35nkwfmzsgb0nnq,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,4,3,3,3,5,3,3,3,5,,"03 Jun, 2025"
1099,9oiswck606a8j0bjs9oiswcrhkfptdld,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,5,5,5,6,5,6,5,2,6,6,"03 Jun, 2025"
1100,l6zph7ga5b7ndu801l8jkozp6l6zph7g,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,6,1,6,6,6,6,6,1,1,1,"03 Jun, 2025"
1101,hmbgnpftayjirhmb2q1n0y2kjhn8druc,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,3,5,4,4,4,1,5,3,5,,"03 Jun, 2025"
1102,u0bls88pp85kfg3h5u0bl5rxyocmrzfe,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,4,6,5,4,6,5,5,4,5,6,"03 Jun, 2025"
1103,7vphlzhfhyiuxei250k7vphxrdjuvaos,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,3,6,6,6,6,1,6,1,6,1,"03 Jun, 2025"
1104,zjug5osogfrqx5lvj9xzl25ezjug5ozd,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,6,6,6,1,1,1,1,,,"03 Jun, 2025"
1105,c172n0lms1r7ok97hc172n0lmo45pwv4,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,1,3,3,5,6,6,1,5,,"03 Jun, 2025"
1106,9cfj867d9jv8mcw8mv9cfj8egjsarji9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,1,1,6,6,1,6,1,6,6,"03 Jun, 2025"
1107,675p4ac546r1p5w7675p4a9sdwyxzhcf,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,3,3,4,5,6,6,6,1,3,3,"03 Jun, 2025"
1108,2i3vgck4grc5p8tt2i3vh5xl8xvr7slc,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,5,4,4,6,3,6,4,5,5,"03 Jun, 2025"
1109,os9yjw3sax34ijossjkm8ysj406pa0sj,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,1,1,3,4,6,4,1,6,4,"03 Jun, 2025"
1110,6ntifn62y1a7zoflcie6ntifn690ylzv,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,6,6,2,6,3,6,6,,,"03 Jun, 2025"
1111,yp7w8unjkj0ilfyp7w82hj8ps50aqav7,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,6,6,6,5,5,3,6,1,4,5,"03 Jun, 2025"
1112,hvsl1auspdd87pmf3m4jrohvsl1qwbz8,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,4,2,4,3,2,6,5,2,6,6,"03 Jun, 2025"
1113,o4yiko923yl4fjvxrsjrqmo4yikoi814,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,2,2,1,5,5,3,4,1,2,4,"03 Jun, 2025"
1114,kz07mq7b1u2sr2g4hkz077o9ymf556jw,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,3,6,6,4,3,4,4,6,3,"03 Jun, 2025"
1115,vhmwmy4dgqck1j3vhiz9yt6jcr5jiwz6,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Male,,1,4,6,6,6,1,6,1,6,1,"03 Jun, 2025"
1116,vrz1e5lffuwyucilvrzn895a038lzibe,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,2,3,3,6,3,5,3,4,2,,"03 Jun, 2025"
1117,l9j4x4sw4r0udhchbrgl9j4l76g35o25,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,4,2,4,6,6,5,6,5,5,5,"03 Jun, 2025"
1118,9cb8oh1tnvynex8qrb6xc9cb8i95zjg8,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,4,4,4,4,6,1,6,4,5,6,"03 Jun, 2025"
1119,jvommsvwirguj1dbz2jvommk8bc72xv9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,6,1,1,6,1,6,1,6,1,"03 Jun, 2025"
1120,u7p9507fgzqtupsmx8cxu7p9505nct6l,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"65 and over",Female,,3,3,4,3,5,5,6,3,4,4,"03 Jun, 2025"
1121,xenn7xzcufy71xgixenn4qr8nvk9o6ba,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,2,3,4,6,5,3,1,1,1,"03 Jun, 2025"
1122,coqbv7jqh727xf3ppicoqbv0f4jvi8ep,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,3,2,5,6,1,3,3,4,5,,"03 Jun, 2025"
1123,08kgdjix6kbu4n08k6bt0pv4xb2g0q16,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,5,4,3,4,6,3,4,1,2,2,"03 Jun, 2025"
1124,99nlc1to8mmedz2zpsa99nlc1lksij0m,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,1,1,1,1,1,1,1,1,,"03 Jun, 2025"
1125,lye9ga2rk8yq1i0flye9ga64k4tn4z9e,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,6,6,1,6,1,1,6,,,,"03 Jun, 2025"
1126,dkntm00zx429jkiktmldkntmsabff3q9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,1,3,3,3,6,2,1,3,4,"03 Jun, 2025"
1127,5zzhyv53tmf8mrsb6ylrh5zzhyvrpq9w,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,1,2,3,3,6,5,6,1,4,3,"03 Jun, 2025"
1128,5k7vum1gljlgim5syvoqik95k7vumtpz,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,6,6,6,6,3,6,3,5,,"03 Jun, 2025"
1129,rspgrd6i6fezmarspgaqus8zzbru1zz8,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,3,4,4,3,5,3,5,3,3,2,"03 Jun, 2025"
1130,hstp6a3g3aoshstp2bgwsamyrgrsfi2b,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,4,3,5,5,2,5,4,5,5,"03 Jun, 2025"
1131,jmkd7edpzyx5ajme0kepq7xdb3bd0drd,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,4,4,3,4,4,5,5,3,5,3,"03 Jun, 2025"
1132,3qd6kzf0txd5hkm3qd6h3c92qfxoahzd,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,3,6,4,4,5,4,6,2,5,6,"03 Jun, 2025"
1133,13jm28m5onjdzizbmjo913jmra0qug6r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"Prefer not to say",Female,,6,6,6,6,6,1,6,1,6,6,"03 Jun, 2025"
1134,hg79ib1riuf5hhse35j5hg79ibrtc9el,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,1,1,2,5,6,1,4,1,2,1,"03 Jun, 2025"
1135,b54cbe3xpkpmx87vacb54cbe8us29g7l,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,6,2,6,6,1,6,1,1,6,6,"03 Jun, 2025"
1136,toip7jheapnvotoi9am1kc4borr8cf97,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,2,1,5,6,6,6,1,4,6,"03 Jun, 2025"
1137,m94jc6m32nurlwplij85wm94jc6dpv2e,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,4,5,4,4,5,5,5,4,4,3,"03 Jun, 2025"
1138,tqkzp2yfigi2kgv4chdktqkzp5elad2r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,3,6,1,6,1,1,6,,,,"03 Jun, 2025"
1139,563adfhisawchg3agm1563a5wqmrncre,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,1,1,1,3,3,2,3,1,2,2,"03 Jun, 2025"
1140,6bs3aqvnhpe8sfk6bsygy2styr56wv57,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,5,3,5,5,5,5,4,5,5,,"03 Jun, 2025"
1141,frjyoyk2r2cms5ufrynytsk7bscrp65j,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,6,6,6,1,6,1,6,6,,"03 Jun, 2025"
1142,tphshjbu9uop3eaxwktphgmo3w1syvdh,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,5,2,1,3,6,6,6,2,2,3,"03 Jun, 2025"
1143,p0mfgs2cy9a9i7vefwm8p0mfgczmbqbc,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,2,2,2,4,2,3,4,2,3,"03 Jun, 2025"
1144,h577v2y5e8mgfrn4eh57i29gha41wgk2,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,5,5,6,6,6,6,6,2,5,,"03 Jun, 2025"
1145,m62cujh5a2ulhsakobm62cqqrwyerjdd,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,2,2,4,4,6,2,2,3,,"03 Jun, 2025"
1146,qc3i3bwpzlhykfqqinsuqc3i3bw92rd9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,1,6,6,6,5,6,3,3,1,"03 Jun, 2025"
1147,yam3qe4rmcl6fec3h48yam3qe92lfvmr,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,4,5,5,4,5,2,5,3,4,2,"03 Jun, 2025"
1148,si6clcn2seuoaibksi6eyv5yem1gv7oj,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,5,3,5,5,5,4,6,3,6,6,"03 Jun, 2025"
1149,bld6zb96u8xaykzt9gpy9bld6zb96ug9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,1,6,6,6,6,6,1,6,6,"03 Jun, 2025"
1150,v8ik5cidcvrv836du80tw4aorz0l2cxk,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,6,6,1,6,6,1,6,1,6,6,"03 Jun, 2025"
1151,1m1ix7gsibj1b5baa8e1m1ix3g7gccji,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,3,1,3,1,5,5,1,1,1,"03 Jun, 2025"
1152,di82ytq2ze31bt5di82vhcsp8lf75jsp,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,4,1,3,5,6,1,6,6,6,6,"03 Jun, 2025"
1153,7ipbi03mhmlluhaticwa07ipbi011x8y,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,3,3,3,3,3,3,2,5,3,3,"03 Jun, 2025"
1154,nyoenxw53ls0gvmlqsnyoenrypblrr7k,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,1,2,6,1,,,,,,,"03 Jun, 2025"
1155,x11xod4vi4riix11xqxod9u6vjcgbkqx,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,5,5,5,5,3,4,3,5,5,,"03 Jun, 2025"
1156,gqdoqbmphr0g9zwiuczgqdoqm7pevpfs,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,3,1,1,1,6,1,1,,,"03 Jun, 2025"
1157,4r29p0hn8gm1xk5qc4r29p0hyxpt0hhd,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,4,2,4,6,3,6,3,4,2,"03 Jun, 2025"
1158,sy6ivjqnu7x8864l6jusy6ivjqn5990r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,3,1,2,3,6,6,6,1,5,6,"03 Jun, 2025"
1159,wdnwde5djsgmc3z5p7cjwdnwde5d2uge,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,4,4,4,6,4,5,3,3,5,"03 Jun, 2025"
1160,v2psksamlpu0ejqkumr9v2pskplxawoa,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,6,6,6,6,3,6,3,6,5,"03 Jun, 2025"
1161,8xj1g2aobpidvw8s3dy8xj1g9v4j3x8d,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,6,6,6,1,6,1,6,3,6,6,"03 Jun, 2025"
1162,08vxgxhmd7y1hghwfu08vxgxxjshiya9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,5,4,6,6,6,1,6,1,4,3,"03 Jun, 2025"
1163,dlf0502gyhqt1wff0u6bt48wodlf0502,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,6,1,5,6,5,6,6,1,6,,"03 Jun, 2025"
1164,u849zdmj053n1d93wu849zdmi4anznj8,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,3,4,5,6,3,6,3,5,6,"03 Jun, 2025"
1165,t3ses0rjst64k7f293iit3ses0z0sdh5,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,3,3,4,2,1,4,6,5,5,6,"03 Jun, 2025"
1166,t7w74u55phapted1i4jt7w74u9x1nvb4,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,2,3,4,6,5,5,1,3,4,"03 Jun, 2025"
1167,vr44b7h8nu1dvr4f3jhiopq77aggwjqt,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,4,1,6,6,6,2,6,1,6,6,"03 Jun, 2025"
1168,td3lem9n9d6pp2chbgtd3l5susxjlz8a,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,6,6,6,6,6,5,6,,,,"03 Jun, 2025"
1169,nwqb3ezba6ptbss2nwqb3zxgvmgiv69s,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Female,,4,3,3,4,6,6,6,1,2,3,"03 Jun, 2025"
1170,1udl9ls04lhp9ad99cr1udl9lan75mzb,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,5,4,5,5,6,2,6,5,5,3,"03 Jun, 2025"
1171,xbtt0gx28tcznj0nppzdkssxbtt0gxwn,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,1,1,3,5,6,4,5,6,6,"03 Jun, 2025"
1172,4hqwn3aofq2by8wd5mwrd4hqwn3d9hca,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,6,6,6,1,1,5,,,,"03 Jun, 2025"
1173,kna76wzyo0z7ljknaoqkkfeh9durwjzo,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,6,1,1,1,6,1,3,1,2,1,"03 Jun, 2025"
1174,54rlfatxu2nu3r4wcmh54rlfa12h0ros,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,1,3,4,6,6,6,1,4,1,"03 Jun, 2025"
1175,btmqtho32hkwuxn02btmqtho3829ue91,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,2,4,5,6,6,1,6,4,6,6,"03 Jun, 2025"
1176,kvye6fv3uqzhiz0t8fh6kvye6se6zm4p,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,1,1,2,6,1,4,1,3,1,"03 Jun, 2025"
1177,ubm8k4gdusssr9r3ubh2fia0w0v34wl7,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,3,2,3,2,5,6,6,1,1,3,"03 Jun, 2025"
1178,p8900hb9i7bqmvhh83p8900hbg3ksyhz,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,6,4,4,4,6,6,6,1,1,2,"03 Jun, 2025"
1179,08yz5i1x0u1d1c4n7308yz15qnr0c8q6,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,1,1,1,1,6,6,6,1,1,6,"03 Jun, 2025"
1180,ergkvenigml8d6f9g4ergkv794x6qndb,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,1,1,3,6,5,6,4,1,5,5,"03 Jun, 2025"
1181,l5xsisj22zhymaysol5xsisjik7fnmq9,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,5,4,5,4,4,5,4,4,3,,"03 Jun, 2025"
1182,nrpucqg1rz83wpnrpouravjnhq5hk63b,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Male,,4,1,4,5,4,5,2,5,6,,"03 Jun, 2025"
1183,vtq26i5rwczgdw6cvtq2bclmd6mxds4g,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"45 to 64",Female,,3,4,3,4,5,6,6,2,4,2,"03 Jun, 2025"
1184,yqjveq4segzprq24wtyqjveq4dxkqqsr,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,4,1,2,4,3,4,4,2,4,4,"03 Jun, 2025"
1185,srsjzblcyadiltb8pi89srsjzblsi236,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,6,6,6,6,6,6,6,6,6,"03 Jun, 2025"
1186,ve3mmgd4v3o1rave32zol2asmok09ky5,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,3,1,6,3,6,3,6,1,4,6,"03 Jun, 2025"
1187,m9hwh34c99t35yswm9hw3kc5c6r45v1b,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,6,6,6,6,6,6,6,6,,"03 Jun, 2025"
1188,tga5pnde5259ug82tga5pnwytoh865k5,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,1,1,1,6,1,1,1,1,1,"03 Jun, 2025"
1189,x1dl2skxs9npj7ldax1dl2ic81anc6hn,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"18 to 24",Male,,1,1,6,1,6,6,1,1,,,"03 Jun, 2025"
1190,ps8zxumkk2hsgt9e04psw5qi0g4cjomw,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,1,1,1,6,6,1,6,6,1,,"03 Jun, 2025"
1191,lpn2n2sp47f9llpnlr5ab3ylssopnavl,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,6,1,6,6,6,6,1,6,6,"03 Jun, 2025"
1192,xwluw8m7a7h2h3fx7exwluzztlxtpbzw,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,5,4,4,6,6,2,6,3,6,5,"03 Jun, 2025"
1193,rqm2n6bcht46lq4jg2lm6zrqm2n6gpyz,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Male,,6,3,2,5,2,2,3,1,2,,"03 Jun, 2025"
1194,1athvwm64prb3m1athv092enoy501w4r,QW6dZzfA,"Community Peace Perceptions Survey - IEP",,"25 to 44",Female,,6,1,1,6,1,1,1,6,6,6,"03 Jun, 2025"
